x_dq,u_dq,w_dq,phi_dq,x_fem,u_fem,w_fem,phi_fem,x_pinn,u_pinn,w_pinn,phi_pinn
,,,,8.1200000000e-01,1.2641451639e-04,-1.6643033031e-01,-6.4003796697e-02,,,,
,,,,8.1266666667e-01,1.1282778971e-04,-1.6555939310e-01,-6.3974771835e-02,,,,
,,,,8.1333333333e-01,9.9263786967e-05,-1.6468880385e-01,-6.3944635404e-02,,,,
,,,,8.1400000000e-01,8.5723464010e-05,-1.6381857734e-01,-6.3913384498e-02,,,,
,,,,8.1466666667e-01,7.2207778016e-05,-1.6294872839e-01,-6.3881016205e-02,,,,
,,,,8.1533333333e-01,5.8717687420e-05,-1.6207927186e-01,-6.3847527611e-02,,,,
,,,,8.1600000000e-01,4.5254151873e-05,-1.6121022266e-01,-6.3812915797e-02,,,,
,,,,8.1666666667e-01,3.1818132187e-05,-1.6034159572e-01,-6.3777177842e-02,,,,
,,,,8.1733333333e-01,1.8410590285e-05,-1.5947340602e-01,-6.3740310820e-02,,,,
,,,,8.1800000000e-01,5.0324891462e-06,-1.5860566858e-01,-6.3702311802e-02,,,,
,,,,8.1866666667e-01,-8.3152072431e-06,-1.5773839845e-01,-6.3663177857e-02,,,,
,,,,8.1933333333e-01,-2.1631533946e-05,-1.5687161073e-01,-6.3622906049e-02,,,,
,,,,8.2000000000e-01,-3.4915525129e-05,-1.5600532056e-01,-6.3581493437e-02,,,,
,,,,8.2066666667e-01,-4.8166214112e-05,-1.5513954310e-01,-6.3538937080e-02,,,,
,,,,8.2133333333e-01,-6.1382633429e-05,-1.5427429356e-01,-6.3495234029e-02,,,,
,,,,8.2200000000e-01,-7.4563814877e-05,-1.5340958721e-01,-6.3450381336e-02,,,,
,,,,8.2266666667e-01,-8.7708789577e-05,-1.5254543933e-01,-6.3404376046e-02,,,,
,,,,8.2333333333e-01,-1.0081658803e-04,-1.5168186525e-01,-6.3357215202e-02,,,,
,,,,8.2400000000e-01,-1.1388624016e-04,-1.5081888033e-01,-6.3308895843e-02,,,,
,,,,8.2466666667e-01,-1.2691677539e-04,-1.4995650000e-01,-6.3259415004e-02,,,,
,,,,8.2533333333e-01,-1.3990722270e-04,-1.4909473969e-01,-6.3208769716e-02,,,,
,,,,8.2600000000e-01,-1.5285661065e-04,-1.4823361489e-01,-6.3156957009e-02,,,,
,,,,8.2666666667e-01,-1.6576396750e-04,-1.4737314113e-01,-6.3103973906e-02,,,,
,,,,8.2733333333e-01,-1.7862832120e-04,-1.4651333398e-01,-6.3049817427e-02,,,,
,,,,8.2800000000e-01,-1.9144869950e-04,-1.4565420905e-01,-6.2994484591e-02,,,,
,,,,8.2866666667e-01,-2.0422412998e-04,-1.4479578197e-01,-6.2937972409e-02,,,,
,,,,8.2933333333e-01,-2.1695364015e-04,-1.4393806843e-01,-6.2880277893e-02,,,,
,,,,8.3000000000e-01,-2.2963625744e-04,-1.4308108417e-01,-6.2821398048e-02,,,,
,,,,8.3066666667e-01,-2.4227100934e-04,-1.4222484494e-01,-6.2761329876e-02,,,,
,,,,8.3133333333e-01,-2.5485692340e-04,-1.4136936654e-01,-6.2700070376e-02,,,,
,,,,8.3200000000e-01,-2.6739302734e-04,-1.4051466484e-01,-6.2637616543e-02,,,,
,,,,8.3266666667e-01,-2.7987834907e-04,-1.3966075570e-01,-6.2573965368e-02,,,,
,,,,8.3333333333e-01,-2.9231191678e-04,-1.3880765505e-01,-6.2509113837e-02,,,,
,,,,8.3400000000e-01,-3.0469275900e-04,-1.3795537887e-01,-6.2443058936e-02,,,,
,,,,8.3466666667e-01,-3.1701990466e-04,-1.3710394315e-01,-6.2375797643e-02,,,,
,,,,8.3533333333e-01,-3.2929238314e-04,-1.3625336393e-01,-6.2307326936e-02,,,,
,,,,8.3600000000e-01,-3.4150922438e-04,-1.3540365732e-01,-6.2237643785e-02,,,,
,,,,8.3666666667e-01,-3.5366945889e-04,-1.3455483942e-01,-6.2166745161e-02,,,,
,,,,8.3733333333e-01,-3.6577211784e-04,-1.3370692641e-01,-6.2094628027e-02,,,,
,,,,8.3800000000e-01,-3.7781623314e-04,-1.3285993449e-01,-6.2021289344e-02,,,,
,,,,8.3866666667e-01,-3.8980083749e-04,-1.3201387991e-01,-6.1946726071e-02,,,,
,,,,8.3933333333e-01,-4.0172496445e-04,-1.3116877895e-01,-6.1870935159e-02,,,,
,,,,8.4000000000e-01,-4.1358764851e-04,-1.3032464795e-01,-6.1793913560e-02,,,,
,,,,8.4066666667e-01,-4.2538792517e-04,-1.2948150327e-01,-6.1715658217e-02,,,,
,,,,8.4133333333e-01,-4.3712483098e-04,-1.2863936133e-01,-6.1636166075e-02,,,,
,,,,8.4200000000e-01,-4.4879740362e-04,-1.2779823856e-01,-6.1555434069e-02,,,,
,,,,8.4266666667e-01,-4.6040468201e-04,-1.2695815147e-01,-6.1473459136e-02,,,,
,,,,8.4333333333e-01,-4.7194570633e-04,-1.2611911657e-01,-6.1390238204e-02,,,,
,,,,8.4400000000e-01,-4.8341951808e-04,-1.2528115045e-01,-6.1305768201e-02,,,,
,,,,8.4466666667e-01,-4.9482516023e-04,-1.2444426972e-01,-6.1220046048e-02,,,,
,,,,8.4533333333e-01,-5.0616167720e-04,-1.2360849103e-01,-6.1133068666e-02,,,,
,,,,8.4600000000e-01,-5.1742811501e-04,-1.2277383107e-01,-6.1044832968e-02,,,,
,,,,8.4666666667e-01,-5.2862352128e-04,-1.2194030658e-01,-6.0955335865e-02,,,,
,,,,8.4733333333e-01,-5.3974694538e-04,-1.2110793434e-01,-6.0864574265e-02,,,,
,,,,8.4800000000e-01,-5.5079743842e-04,-1.2027673117e-01,-6.0772545070e-02,,,,
,,,,8.4866666667e-01,-5.6177405342e-04,-1.1944671392e-01,-6.0679245180e-02,,,,
,,,,8.4933333333e-01,-5.7267584530e-04,-1.1861789949e-01,-6.0584671490e-02,,,,
,,,,8.5000000000e-01,-5.8350187100e-04,-1.1779030483e-01,-6.0488820891e-02,,,,
,,,,8.5066666667e-01,-5.9425118955e-04,-1.1696394692e-01,-6.0391690270e-02,,,,
,,,,8.5133333333e-01,-6.0492286214e-04,-1.1613884278e-01,-6.0293276510e-02,,,,
,,,,8.5200000000e-01,-6.1551595222e-04,-1.1531500948e-01,-6.0193576492e-02,,,,
,,,,8.5266666667e-01,-6.2602952553e-04,-1.1449246412e-01,-6.0092587090e-02,,,,
,,,,8.5333333333e-01,-6.3646265023e-04,-1.1367122387e-01,-5.9990305176e-02,,,,
,,,,8.5400000000e-01,-6.4681439695e-04,-1.1285130589e-01,-5.9886727617e-02,,,,
,,,,8.5466666667e-01,-6.5708383888e-04,-1.1203272744e-01,-5.9781851277e-02,,,,
,,,,8.5533333333e-01,-6.6727005183e-04,-1.1121550577e-01,-5.9675673015e-02,,,,
,,,,8.5600000000e-01,-6.7737211436e-04,-1.1039965821e-01,-5.9568189686e-02,,,,
,,,,8.5666666667e-01,-6.8738910779e-04,-1.0958520212e-01,-5.9459398141e-02,,,,
,,,,8.5733333333e-01,-6.9732011636e-04,-1.0877215489e-01,-5.9349295229e-02,,,,
,,,,8.5800000000e-01,-7.0716422725e-04,-1.0796053396e-01,-5.9237877791e-02,,,,
,,,,8.5866666667e-01,-7.1692053068e-04,-1.0715035682e-01,-5.9125142668e-02,,,,
,,,,8.5933333333e-01,-7.2658812003e-04,-1.0634164100e-01,-5.9011086695e-02,,,,
,,,,8.6000000000e-01,-7.3616609186e-04,-1.0553440405e-01,-5.8895706701e-02,,,,
,,,,8.6066666667e-01,-7.4565354605e-04,-1.0472866360e-01,-5.8778999515e-02,,,,
,,,,8.6133333333e-01,-7.5504958585e-04,-1.0392443728e-01,-5.8660961960e-02,,,,
,,,,8.6200000000e-01,-7.6435331800e-04,-1.0312174280e-01,-5.8541590853e-02,,,,
,,,,8.6266666667e-01,-7.7356385278e-04,-1.0232059790e-01,-5.8420883010e-02,,,,
,,,,8.6333333333e-01,-7.8268030411e-04,-1.0152102034e-01,-5.8298835241e-02,,,,
,,,,8.6400000000e-01,-7.9170178965e-04,-1.0072302795e-01,-5.8175444353e-02,,,,
,,,,8.6466666667e-01,-8.0062743089e-04,-9.9926638594e-02,-5.8050707147e-02,,,,
,,,,8.6533333333e-01,-8.0945635320e-04,-9.9131870180e-02,-5.7924620423e-02,,,,
,,,,8.6600000000e-01,-8.1818768598e-04,-9.8338740654e-02,-5.7797180973e-02,,,,
,,,,8.6666666667e-01,-8.2682056268e-04,-9.7547268008e-02,-5.7668385589e-02,,,,
,,,,8.6733333333e-01,-8.3535412097e-04,-9.6757470276e-02,-5.7538231054e-02,,,,
,,,,8.6800000000e-01,-8.4378750276e-04,-9.5969365533e-02,-5.7406714152e-02,,,,
,,,,8.6866666667e-01,-8.5211985432e-04,-9.5182971901e-02,-5.7273831659e-02,,,,
,,,,8.6933333333e-01,-8.6035032640e-04,-9.4398307540e-02,-5.7139580348e-02,,,,
,,,,8.7000000000e-01,-8.6847807426e-04,-9.3615390656e-02,-5.7003956988e-02,,,,
,,,,8.7066666667e-01,-8.7650225784e-04,-9.2834239498e-02,-5.6866958344e-02,,,,
,,,,8.7133333333e-01,-8.8442204179e-04,-9.2054872355e-02,-5.6728581177e-02,,,,
,,,,8.7200000000e-01,-8.9223659559e-04,-9.1277307564e-02,-5.6588822242e-02,,,,
,,,,8.7266666667e-01,-8.9994509366e-04,-9.0501563500e-02,-5.6447678291e-02,,,,
,,,,8.7333333333e-01,-9.0754671542e-04,-8.9727658585e-02,-5.6305146073e-02,,,,
,,,,8.7400000000e-01,-9.1504064542e-04,-8.8955611283e-02,-5.6161222330e-02,,,,
,,,,8.7466666667e-01,-9.2242607343e-04,-8.8185440100e-02,-5.6015903803e-02,,,,
,,,,8.7533333333e-01,-9.2970219453e-04,-8.7417163587e-02,-5.5869187225e-02,,,,
,,,,8.7600000000e-01,-9.3686820920e-04,-8.6650800339e-02,-5.5721069328e-02,,,,
,,,,8.7666666667e-01,-9.4392332346e-04,-8.5886368992e-02,-5.5571546839e-02,,,,
,,,,8.7733333333e-01,-9.5086674891e-04,-8.5123888228e-02,-5.5420616478e-02,,,,
,,,,8.7800000000e-01,-9.5769770287e-04,-8.4363376771e-02,-5.5268274964e-02,,,,
,,,,8.7866666667e-01,-9.6441540850e-04,-8.3604853389e-02,-5.5114519010e-02,,,,
,,,,8.7933333333e-01,-9.7101909484e-04,-8.2848336895e-02,-5.4959345326e-02,,,,
,,,,8.8000000000e-01,-9.7750799696e-04,-8.2093846144e-02,-5.4802750617e-02,,,,
,,,,8.8066666667e-01,-9.8388135606e-04,-8.1341400035e-02,-5.4644731582e-02,,,,
,,,,8.8133333333e-01,-9.9013841956e-04,-8.0591017512e-02,-5.4485284918e-02,,,,
,,,,8.8200000000e-01,-9.9627844121e-04,-7.9842717563e-02,-5.4324407316e-02,,,,
,,,,8.8266666667e-01,-1.0023006812e-03,-7.9096519218e-02,-5.4162095465e-02,,,,
,,,,8.8333333333e-01,-1.0082044062e-03,-7.8352441554e-02,-5.3998346046e-02,,,,
,,,,8.8400000000e-01,-1.0139888896e-03,-7.7610503688e-02,-5.3833155740e-02,,,,
,,,,8.8466666667e-01,-1.0196534116e-03,-7.6870724787e-02,-5.3666521219e-02,,,,
,,,,8.8533333333e-01,-1.0251972591e-03,-7.6133124056e-02,-5.3498439154e-02,,,,
,,,,8.8600000000e-01,-1.0306197261e-03,-7.5397720749e-02,-5.3328906210e-02,,,,
,,,,8.8666666667e-01,-1.0359201137e-03,-7.4664534162e-02,-5.3157919048e-02,,,,
,,,,8.8733333333e-01,-1.0410977300e-03,-7.3933583637e-02,-5.2985474325e-02,,,,
,,,,8.8800000000e-01,-1.0461518905e-03,-7.3204888557e-02,-5.2811568693e-02,,,,
,,,,8.8866666667e-01,-1.0510819183e-03,-7.2478468354e-02,-5.2636198799e-02,,,,
,,,,8.8933333333e-01,-1.0558871437e-03,-7.1754342502e-02,-5.2459361287e-02,,,,
,,,,8.9000000000e-01,-1.0605669050e-03,-7.1032530521e-02,-5.2281052796e-02,,,,
,,,,8.9066666667e-01,-1.0651205478e-03,-7.0313051973e-02,-5.2101269959e-02,,,,
,,,,8.9133333333e-01,-1.0695474261e-03,-6.9595926469e-02,-5.1920009407e-02,,,,
,,,,8.9200000000e-01,-1.0738469013e-03,-6.8881173661e-02,-5.1737267765e-02,,,,
,,,,8.9266666667e-01,-1.0780183433e-03,-6.8168813247e-02,-5.1553041654e-02,,,,
,,,,8.9333333333e-01,-1.0820611302e-03,-6.7458864972e-02,-5.1367327690e-02,,,,
,,,,8.9400000000e-01,-1.0859746482e-03,-6.6751348623e-02,-5.1180122485e-02,,,,
,,,,8.9466666667e-01,-1.0897582921e-03,-6.6046284035e-02,-5.0991422646e-02,,,,
,,,,8.9533333333e-01,-1.0934114652e-03,-6.5343691084e-02,-5.0801224776e-02,,,,
,,,,8.9600000000e-01,-1.0969335796e-03,-6.4643589696e-02,-5.0609525473e-02,,,,
,,,,8.9666666667e-01,-1.1003240561e-03,-6.3945999838e-02,-5.0416321330e-02,,,,
,,,,8.9733333333e-01,-1.1035823243e-03,-6.3250941527e-02,-5.0221608938e-02,,,,
,,,,8.9800000000e-01,-1.1067078231e-03,-6.2558434820e-02,-5.0025384880e-02,,,,
,,,,8.9866666667e-01,-1.1097000005e-03,-6.1868499823e-02,-4.9827645736e-02,,,,
,,,,8.9933333333e-01,-1.1125583136e-03,-6.1181156687e-02,-4.9628388081e-02,,,,
,,,,9.0000000000e-01,-1.1152822291e-03,-6.0496425607e-02,-4.9427608487e-02,,,,
,,,,9.0066666667e-01,-1.1178712232e-03,-5.9814326826e-02,-4.9225303520e-02,,,,
,,,,9.0133333333e-01,-1.1203247818e-03,-5.9134880631e-02,-4.9021469740e-02,,,,
,,,,9.0200000000e-01,-1.1226424004e-03,-5.8458107355e-02,-4.8816103706e-02,,,,
,,,,9.0266666667e-01,-1.1248235846e-03,-5.7784027377e-02,-4.8609201968e-02,,,,
,,,,9.0333333333e-01,-1.1268678501e-03,-5.7112661122e-02,-4.8400761076e-02,,,,
,,,,9.0400000000e-01,-1.1287747225e-03,-5.6444029060e-02,-4.8190777571e-02,,,,
,,,,9.0466666667e-01,-1.1305437379e-03,-5.5778151708e-02,-4.7979247992e-02,,,,
,,,,9.0533333333e-01,-1.1321744427e-03,-5.5115049629e-02,-4.7766168873e-02,,,,
,,,,9.0600000000e-01,-1.1336663941e-03,-5.4454743432e-02,-4.7551536742e-02,,,,
,,,,9.0666666667e-01,-1.1350191598e-03,-5.3797253771e-02,-4.7335348125e-02,,,,
,,,,9.0733333333e-01,-1.1362323182e-03,-5.3142601349e-02,-4.7117599540e-02,,,,
,,,,9.0800000000e-01,-1.1373054588e-03,-5.2490806912e-02,-4.6898287503e-02,,,,
,,,,9.0866666667e-01,-1.1382381824e-03,-5.1841891254e-02,-4.6677408523e-02,,,,
,,,,9.0933333333e-01,-1.1390301005e-03,-5.1195875216e-02,-4.6454959107e-02,,,,
,,,,9.1000000000e-01,-1.1396808365e-03,-5.0552779684e-02,-4.6230935754e-02,,,,
,,,,9.1066666667e-01,-1.1401900249e-03,-4.9912625592e-02,-4.6005334961e-02,,,,
,,,,9.1133333333e-01,-1.1405573120e-03,-4.9275433920e-02,-4.5778153219e-02,,,,
,,,,9.1200000000e-01,-1.1407823559e-03,-4.8641225694e-02,-4.5549387015e-02,,,,
,,,,9.1266666667e-01,-1.1408648264e-03,-4.8010021988e-02,-4.5319032830e-02,,,,
,,,,9.1333333333e-01,-1.1408044057e-03,-4.7381843921e-02,-4.5087087141e-02,,,,
,,,,9.1400000000e-01,-1.1406007877e-03,-4.6756712662e-02,-4.4853546421e-02,,,,
,,,,9.1466666667e-01,-1.1402536790e-03,-4.6134649423e-02,-4.4618407136e-02,,,,
,,,,9.1533333333e-01,-1.1397627986e-03,-4.5515675466e-02,-4.4381665750e-02,,,,
,,,,9.1600000000e-01,-1.1391278780e-03,-4.4899812099e-02,-4.4143318719e-02,,,,
,,,,9.1666666667e-01,-1.1383486615e-03,-4.4287080677e-02,-4.3903362497e-02,,,,
,,,,9.1733333333e-01,-1.1374249062e-03,-4.3677502601e-02,-4.3661793533e-02,,,,
,,,,9.1800000000e-01,-1.1363563824e-03,-4.3071099323e-02,-4.3418608269e-02,,,,
,,,,9.1866666667e-01,-1.1351428735e-03,-4.2467892337e-02,-4.3173803143e-02,,,,
,,,,9.1933333333e-01,-1.1337841763e-03,-4.1867903190e-02,-4.2927374590e-02,,,,
,,,,9.2000000000e-01,-1.1322801009e-03,-4.1271153471e-02,-4.2679319037e-02,,,,
,,,,9.2066666667e-01,-1.1306304712e-03,-4.0677664821e-02,-4.2429632909e-02,,,,
,,,,9.2133333333e-01,-1.1288351247e-03,-4.0087458927e-02,-4.2178312625e-02,,,,
,,,,9.2200000000e-01,-1.1268939130e-03,-3.9500557521e-02,-4.1925354599e-02,,,,
,,,,9.2266666667e-01,-1.1248067018e-03,-3.8916982388e-02,-4.1670755239e-02,,,,
,,,,9.2333333333e-01,-1.1225733707e-03,-3.8336755356e-02,-4.1414510951e-02,,,,
,,,,9.2400000000e-01,-1.1201938141e-03,-3.7759898303e-02,-4.1156618133e-02,,,,
,,,,9.2466666667e-01,-1.1176679405e-03,-3.7186433154e-02,-4.0897073179e-02,,,,
,,,,9.2533333333e-01,-1.1149956735e-03,-3.6616381884e-02,-4.0635872480e-02,,,,
,,,,9.2600000000e-01,-1.1121769513e-03,-3.6049766514e-02,-4.0373012419e-02,,,,
,,,,9.2666666667e-01,-1.1092117271e-03,-3.5486609112e-02,-4.0108489376e-02,,,,
,,,,9.2733333333e-01,-1.1060999693e-03,-3.4926931798e-02,-3.9842299727e-02,,,,
,,,,9.2800000000e-01,-1.1028416616e-03,-3.4370756738e-02,-3.9574439839e-02,,,,
,,,,9.2866666667e-01,-1.0994368031e-03,-3.3818106144e-02,-3.9304906078e-02,,,,
,,,,9.2933333333e-01,-1.0958854087e-03,-3.3269002281e-02,-3.9033694804e-02,,,,
,,,,9.3000000000e-01,-1.0921875089e-03,-3.2723467460e-02,-3.8760802371e-02,,,,
,,,,9.3066666667e-01,-1.0883431502e-03,-3.2181524039e-02,-3.8486225129e-02,,,,
,,,,9.3133333333e-01,-1.0843523952e-03,-3.1643194427e-02,-3.8209959422e-02,,,,
,,,,9.3200000000e-01,-1.0802153228e-03,-3.1108501081e-02,-3.7932001590e-02,,,,
,,,,9.3266666667e-01,-1.0759320284e-03,-3.0577466506e-02,-3.7652347967e-02,,,,
,,,,9.3333333333e-01,-1.0715026239e-03,-3.0050113257e-02,-3.7370994883e-02,,,,
,,,,9.3400000000e-01,-1.0669272379e-03,-2.9526463936e-02,-3.7087938662e-02,,,,
,,,,9.3466666667e-01,-1.0622060161e-03,-2.9006541196e-02,-3.6803175623e-02,,,,
,,,,9.3533333333e-01,-1.0573391212e-03,-2.8490367738e-02,-3.6516702082e-02,,,,
,,,,9.3600000000e-01,-1.0523267331e-03,-2.7977966311e-02,-3.6228514346e-02,,,,
,,,,9.3666666667e-01,-1.0471690494e-03,-2.7469359714e-02,-3.5938608721e-02,,,,
,,,,9.3733333333e-01,-1.0418662849e-03,-2.6964570796e-02,-3.5646981504e-02,,,,
,,,,9.3800000000e-01,-1.0364186726e-03,-2.6463622454e-02,-3.5353628990e-02,,,,
,,,,9.3866666667e-01,-1.0308264631e-03,-2.5966537635e-02,-3.5058547468e-02,,,,
,,,,9.3933333333e-01,-1.0250899253e-03,-2.5473339335e-02,-3.4761733221e-02,,,,
,,,,9.4000000000e-01,-1.0192093464e-03,-2.4984050600e-02,-3.4463182528e-02,,,,
,,,,9.4066666667e-01,-1.0131850320e-03,-2.4498694524e-02,-3.4162891662e-02,,,,
,,,,9.4133333333e-01,-1.0070173064e-03,-2.4017294253e-02,-3.3860856890e-02,,,,
,,,,9.4200000000e-01,-1.0007065127e-03,-2.3539872980e-02,-3.3557074477e-02,,,,
,,,,9.4266666667e-01,-9.9425301304e-04,-2.3066453949e-02,-3.3251540680e-02,,,,
,,,,9.4333333333e-01,-9.8765718861e-04,-2.2597060455e-02,-3.2944251752e-02,,,,
,,,,9.4400000000e-01,-9.8091944010e-04,-2.2131715841e-02,-3.2635203939e-02,,,,
,,,,9.4466666667e-01,-9.7404018767e-04,-2.1670443500e-02,-3.2324393485e-02,,,,
,,,,9.4533333333e-01,-9.6701987123e-04,-2.1213266876e-02,-3.2011816626e-02,,,,
,,,,9.4600000000e-01,-9.5985895057e-04,-2.0760209463e-02,-3.1697469594e-02,,,,
,,,,9.4666666667e-01,-9.5255790559e-04,-2.0311294804e-02,-3.1381348616e-02,,,,
,,,,9.4733333333e-01,-9.4511723644e-04,-1.9866546493e-02,-3.1063449912e-02,,,,
,,,,9.4800000000e-01,-9.3753746374e-04,-1.9425988175e-02,-3.0743769699e-02,,,,
,,,,9.4866666667e-01,-9.2981912874e-04,-1.8989643544e-02,-3.0422304188e-02,,,,
,,,,9.4933333333e-01,-9.2196279353e-04,-1.8557536345e-02,-3.0099049585e-02,,,,
,,,,9.5000000000e-01,-9.1396904123e-04,-1.8129690373e-02,-2.9774002089e-02,,,,
,,,,9.5066666667e-01,-9.0583847614e-04,-1.7706129474e-02,-2.9447157895e-02,,,,
,,,,9.5133333333e-01,-8.9757172399e-04,-1.7286877545e-02,-2.9118513193e-02,,,,
,,,,9.5200000000e-01,-8.8916943208e-04,-1.6871958534e-02,-2.8788064168e-02,,,,
,,,,9.5266666667e-01,-8.8063226950e-04,-1.6461396437e-02,-2.8455806999e-02,,,,
,,,,9.5333333333e-01,-8.7196092731e-04,-1.6055215305e-02,-2.8121737858e-02,,,,
,,,,9.5400000000e-01,-8.6315611876e-04,-1.5653439237e-02,-2.7785852915e-02,,,,
,,,,9.5466666667e-01,-8.5421857945e-04,-1.5256092383e-02,-2.7448148333e-02,,,,
,,,,9.5533333333e-01,-8.4514906755e-04,-1.4863198946e-02,-2.7108620269e-02,,,,
,,,,9.5600000000e-01,-8.3594836399e-04,-1.4474783177e-02,-2.6767264876e-02,,,,
,,,,9.5666666667e-01,-8.2661727267e-04,-1.4090869383e-02,-2.6424078300e-02,,,,
,,,,9.5733333333e-01,-8.1715662062e-04,-1.3711481917e-02,-2.6079056683e-02,,,,
,,,,9.5800000000e-01,-8.0756725828e-04,-1.3336645186e-02,-2.5732196161e-02,,,,
,,,,9.5866666667e-01,-7.9785005960e-04,-1.2966383649e-02,-2.5383492865e-02,,,,
,,,,9.5933333333e-01,-7.8800592234e-04,-1.2600721815e-02,-2.5032942920e-02,,,,
,,,,9.6000000000e-01,-7.7803576820e-04,-1.2239684246e-02,-2.4680542447e-02,,,,
,,,,9.6066666667e-01,-7.6794054306e-04,-1.1883295553e-02,-2.4326287559e-02,,,,
,,,,9.6133333333e-01,-7.5772121721e-04,-1.1531580402e-02,-2.3970174366e-02,,,,
,,,,9.6200000000e-01,-7.4737878549e-04,-1.1184563508e-02,-2.3612198972e-02,,,,
,,,,9.6266666667e-01,-7.3691426756e-04,-1.0842269640e-02,-2.3252357474e-02,,,,
,,,,9.6333333333e-01,-7.2632870807e-04,-1.0504723617e-02,-2.2890645965e-02,,,,
,,,,9.6400000000e-01,-7.1562317690e-04,-1.0171950312e-02,-2.2527060532e-02,,,,
,,,,9.6466666667e-01,-7.0479876936e-04,-9.8439746478e-03,-2.2161597257e-02,,,,
,,,,9.6533333333e-01,-6.9385660640e-04,-9.5208216014e-03,-2.1794252217e-02,,,,
,,,,9.6600000000e-01,-6.8279783481e-04,-9.2025162008e-03,-2.1425021481e-02,,,,
,,,,9.6666666667e-01,-6.7162362746e-04,-8.8890835267e-03,-2.1053901116e-02,,,,
,,,,9.6733333333e-01,-6.6033518352e-04,-8.5805487118e-03,-2.0680887181e-02,,,,
,,,,9.6800000000e-01,-6.4893372864e-04,-8.2769369416e-03,-2.0305975729e-02,,,,
,,,,9.6866666667e-01,-6.3742051520e-04,-7.9782734540e-03,-1.9929162810e-02,,,,
,,,,9.6933333333e-01,-6.2579682253e-04,-7.6845835392e-03,-1.9550444467e-02,,,,
,,,,9.7000000000e-01,-6.1406395712e-04,-7.3958925405e-03,-1.9169816736e-02,,,,
,,,,9.7066666667e-01,-6.0222325283e-04,-7.1122258535e-03,-1.8787275651e-02,,,,
,,,,9.7133333333e-01,-5.9027607113e-04,-6.8336089268e-03,-1.8402817236e-02,,,,
,,,,9.7200000000e-01,-5.7822380133e-04,-6.5600672620e-03,-1.8016437514e-02,,,,
,,,,9.7266666667e-01,-5.6606786078e-04,-6.2916264133e-03,-1.7628132499e-02,,,,
,,,,9.7333333333e-01,-5.5380969513e-04,-6.0283119881e-03,-1.7237898200e-02,,,,
,,,,9.7400000000e-01,-5.4145077853e-04,-5.7701496470e-03,-1.6845730622e-02,,,,
,,,,9.7466666667e-01,-5.2899261386e-04,-5.5171651036e-03,-1.6451625762e-02,,,,
,,,,9.7533333333e-01,-5.1643673297e-04,-5.2693841247e-03,-1.6055579614e-02,,,,
,,,,9.7600000000e-01,-5.0378469692e-04,-5.0268325306e-03,-1.5657588163e-02,,,,
,,,,9.7666666667e-01,-4.9103809619e-04,-4.7895361950e-03,-1.5257647393e-02,,,,
,,,,9.7733333333e-01,-4.7819855092e-04,-4.5575210448e-03,-1.4855753278e-02,,,,
,,,,9.7800000000e-01,-4.6526771115e-04,-4.3308130606e-03,-1.4451901788e-02,,,,
,,,,9.7866666667e-01,-4.5224725707e-04,-4.1094382767e-03,-1.4046088887e-02,,,,
,,,,9.7933333333e-01,-4.3913889921e-04,-3.8934227811e-03,-1.3638310534e-02,,,,
,,,,9.8000000000e-01,-4.2594437874e-04,-3.6827927153e-03,-1.3228562683e-02,,,,
,,,,9.8066666667e-01,-4.1266546766e-04,-3.4775742750e-03,-1.2816841279e-02,,,,
,,,,9.8133333333e-01,-3.9930396906e-04,-3.2777937095e-03,-1.2403142265e-02,,,,
,,,,9.8200000000e-01,-3.8586171735e-04,-3.0834773224e-03,-1.1987461576e-02,,,,
,,,,9.8266666667e-01,-3.7234057854e-04,-2.8946514712e-03,-1.1569795141e-02,,,,
,,,,9.8333333333e-01,-3.5874245043e-04,-2.7113425674e-03,-1.1150138887e-02,,,,
,,,,9.8400000000e-01,-3.4506926289e-04,-2.5335770772e-03,-1.0728488729e-02,,,,
,,,,9.8466666667e-01,-3.3132297811e-04,-2.3613815206e-03,-1.0304840583e-02,,,,
,,,,9.8533333333e-01,-3.1750559083e-04,-2.1947824723e-03,-9.8791903529e-03,,,,
,,,,9.8600000000e-01,-3.0361912858e-04,-2.0338065612e-03,-9.4515339415e-03,,,,
,,,,9.8666666667e-01,-2.8966565198e-04,-1.8784804711e-03,-9.0218672435e-03,,,,
,,,,9.8733333333e-01,-2.7564725491e-04,-1.7288309401e-03,-8.5901861484e-03,,,,
,,,,9.8800000000e-01,-2.6156606486e-04,-1.5848847610e-03,-8.1564865399e-03,,,,
,,,,9.8866666667e-01,-2.4742424311e-04,-1.4466687816e-03,-7.7207642958e-03,,,,
,,,,9.8933333333e-01,-2.3322398500e-04,-1.3142099044e-03,-7.2830152879e-03,,,,
,,,,9.9000000000e-01,-2.1896752021e-04,-1.1875350867e-03,-6.8432353823e-03,,,,
,,,,9.9066666667e-01,-2.0465711300e-04,-1.0666713410e-03,-6.4014204394e-03,,,,
,,,,9.9133333333e-01,-1.9029506249e-04,-9.5164573490e-04,-5.9575663134e-03,,,,
,,,,9.9200000000e-01,-1.7588370287e-04,-8.4248539095e-04,-5.5116688528e-03,,,,
,,,,9.9266666667e-01,-1.6142540373e-04,-7.3921748709e-04,-5.0637239002e-03,,,,
,,,,9.9333333333e-01,-1.4692257026e-04,-6.4186925654e-04,-4.6137272923e-03,,,,
